№,Head,Gen,HeadNorm,GenNorm,HeadForm,GenForm,Rel,HeadSem,GenSem,SetRel,HeadDer,GenDer
791,игнорирование,нормы,игнорирование,норма,Ncnsnn,Ncfsgn,OB,,,,N,Vn
792,отец,героя,отец,герой,Ncmsny,Ncmsgy,KIN-SOC,,,,N,N
793,представителя,власти,представитель,власть,Ncmsgy,Ncfsgn,MB,,,,Vt,N
794,оператор,доения,оператор,доение,Ncmsny,Ncnsgn,ATR,,,,N,Vn
795,оператор,агрофирмы,оператор,агрофирма,Ncmsny,Ncfsgn,MB,,,,N,N
796,работу,мэра,работа,мэр,Ncfsan,Ncmsgy,SAG,,,,N,N
797,выдачи,формы,выдача,форма,Ncfsgn,Ncfsgn,OB,,,,A,N
798,талант,изобретателя,талант,изобретатель,Ncmsan,Ncmsgy,ATR,,,,N,N
799,договору,найма,договор,найм,Ncmsdn,Ncmsgn,ATR,,,,N,N
800,приобретения,жилья,приобретение,жилье,Ncnsgn,Ncnsgn,OB,,,,A,N
801,знаком,льва,знак,лев,Ncmsin,Ncmsgn,ATR,,,,N,N
802,оформлении,документов,оформление,документ,Ncnsln,Ncmpgn,OB,,,,Vt,N
803,списка,контактов,список,контакт,Ncmsgn,Ncmpgn,ATR,,,,Vt,Vn
804,экране,устройства,экран,устройство,Ncmsln,Ncnsgn,WH,,,,N,N
805,кнопка,звонка,кнопка,звонок,Ncfsnn,Ncmsgn,ATR,,,,N,Vn
806,совершение,преступлений,совершение,преступление,Ncnsan,Ncnpgn,OB,,,,N,Vn
807,главой,аэропорта,глава,аэропорт,Ncmsiy,Ncmsgn,MB,,,,N,A
808,страхованию,вкладов,страхование,вклад,Ncnsdn,Ncmsgn,OB,,,,A,N
809,производству,конструктора,производство,конструктор,Ncnsdn,Ncmsgn,OB,,,,N,N
810,пресс-атташе,клуба,пресс-атташе,клуб,Ncmsny,Ncmsgn,MB,,,,N,N
811,подножию,памятника,подножие,памятник,Ncnsdn,Ncmsgn,WH,,,,Vt,N
812,органов,дознания,орган,дознание,Ncmogn,Ncnsgn,ATR,,,,N,N
813,визите,проповедника,визит,проповедник,Ncmsgn,Ncmsgy,SAG,,,,Vt,Vn
814,учредителя,компании,учредитель,компания,Ncmsgy,Ncfsgn,OB',,,,N,Vn
815,забастовка,служащих,забастовка,служащий,Ncfsnn,Ncmpgy,SAG,,,,Vt,N
816,дверь,подъезда,дверь,подъезд,Ncfsnn,Ncmsgn,WH,,,,N,N
817,приключений,шерлока,приключение,шерлок,Ncnpgn,Npmsgy,SAG,,,,N,N
818,палату,парламента,палата,парламент,Ncfsan,Ncmsgn,WH,,,,N,N
819,ввода,законопроекта,ввод,законопроект,Ncmsgn,Ncmsgn,OB',,,,Vt,N
820,вмешательство,ес,вмешательство,ес,Ncnsan,Ncmsgn,SAG,,,,N,N
821,уровень,качества,уровень,качество,Ncmsan,Ncnsgn,PAR,,,,N,N
822,день,гнева,день,гнев,Ncmsnn,Ncmsgn,ATR,,,,N,N
823,параметрах,бюджета,параметр,бюджет,Ncmpln,Ncmsgn,PAR,,,,N,N
824,отмены,приказа,отмена,приказ,Ncfsgn,Ncmsgn,OB,,,,Vn,N
825,эры,телевидения,эра,телевидение,Ncfsgn,Ncnsgn,ATR,,,,Vt,N
826,симуляции,сознания,симуляция,сознание,Ncfsgn,Ncnsgn,OB,,,,N,N
827,поддержке,депутата,поддержка,депутат,Ncfsln,Ncmsgy,SAG,,,,N,N
828,экспертиза,малыша,экспертиза,малыш,Ncfsnn,Ncmsgy,OB,,,,N,N
829,предоставление,льгот,предоставление,льгота,Ncnsnn,Ncfpgn,OB,,,,N,N
830,костюме,зверя,костюм,зверь,Ncmsln,Ncmsgy,ATR,,,,N,N
831,брожение,пищи,брожение,пища,Ncnsnn,Ncfsgn,SPA,,,,N,N
832,прокладку,трубы,прокладка,труба,Ncfsan,Ncfsgn,OB,,,,Vt,N
833,ресурсы,работника,ресурс,работник,Ncmpan,Ncmsgn,POS,,,,N,N
834,амплитуда,изменений,амплитуда,изменение,Ncfsnn,Ncnpgn,PAR,,,,A,N
835,проректор,школы,проректор,школа,Ncmsny,Ncfsgn,MB,,,,Vn,Vn
836,возврата,денег,возврат,деньги,Ncmsgn,Ncfpgn,OB,,,,Vn,Vn
837,дочери,издателя,дочь,издатель,Ncfsly,Ncmsgy,KIN-SOC,,,,N,N
838,учета,доходов,учет,доход,Ncmsgn,Ncmpgn,OB,,,,N,N
839,объемы,средств,объем,средство,Ncmpan,Ncnpgn,PAR,,,,N,N
840,квалификации,персонала,квалификация,персонал,Ncfsgn,Ncmsgn,PAR,,,,N,N
841,сходы,граждан,сход,гражданин,Ncmpan,Ncmpgy,SAG,,,,Vt,A
842,представитель,истца,представитель,истец,Ncmsny,Ncmsgy,OB',,,,A,Vn
843,форуме,услуг,форум,услуга,Ncmsln,Ncfpgn,ATR,,,,Vn,N
844,поведение,звезды,поведение,звезда,Ncnsan,Ncfsgy,SAG,,,,N,N
845,срок,действия,срок,действие,Ncmsan,Ncnsgn,PAR,,,,A,N
846,надежности,компании,надежность,компания,Ncfsln,Ncfsgn,PAR,,,,N,N
847,средство,платежа,средство,платеж,Ncnsan,Ncmsgn,ATR,,,,N,N
848,средств,получателя,средство,получатель,Ncnpgn,Ncmsgy,POS,,,,Vt,N
849,часть,доклада,часть,доклад,Ncfsan,Ncmsgn,WH,,,,N,N
850,ректор,мгу,ректор,мгу,Ncmsny,Ncmsgn,MB,,,,Vt,Vn
851,обзору,истории,обзор,история,Ncmsdn,Ncfsgn,OB,,,,N,Vn
852,зоны,торговли,зона,торговля,Ncfsgn,Ncfsgn,ATR,,,,Vt,N
853,исполнитель,роли,исполнитель,роль,Ncmsny,Ncfsgn,OB',,,,Vt,Vt
854,производитель,микросхем,производитель,микросхема,Ncmsny,Ncfpgn,OB',,,,A,N
855,особенности,характера,особенность,характер,Ncfpan,Ncmsgn,PAR,,,,A,N
856,склад,ума,склад,ум,Ncmsan,Ncmsgn,PAR,,,,Vt,N
857,водитель,автомашины,водитель,автомашина,Ncmsny,Ncfsgn,OB',,,,N,N
858,состоянии,опьянения,состояние,опьянение,Ncnsln,Ncnsgn,ATR,,,,N,N
859,правила,движения,правило,движение,Ncnpan,Nncsgn,ATR,,,,N,N
860,рации,диспетчера,рация,диспетчер,Ncfsln,Ncmsgy,POS,,,,Vt,Vn
861,смещение,министра,смещение,министр,Ncnsnn,Ncmsgy,OB,,,,N,Vn
862,удостоверением,водолаза,удостоверение,водолаз,Ncnsin,Ncmsgy,ATR,,,,Vt,N
863,рассмотрения,представления,рассмотрение,представление,Ncnsgn,Ncnsgn,OB,,,,Vt,N
864,устранение,нарушений,устранение,нарушение,Ncnsnn,Ncnpgn,OB,,,,Vt,N
865,соучредителем,кооператива,соучредитель,кооператив,Ncmsiy,Ncmsgn,OB',,,,Vt,N
866,рейде,порта,рейд,порт,Ncmsln,Ncmsgn,OB,,,,Vt,N
867,закладка,стен,закладка,стена,Ncfsnn,Ncfpgn,OB,,,,A,N
868,обоснованность,проекта,обоснованность,проект,Ncfsnn,Ncmsgn,PAR,,,,Vt,N
869,захоронение,тела,захоронение,тело,Ncnsan,Ncnsgn,OB,,,,N,Vt
870,оппонент,преемника,оппонент,преемник,Ncmsny,Ncmsgy,KIN-SOC,,,,Vt,N
871,преемника,президента,преемник,президент,Ncmsgy,Ncmsgy,KIN-SOC,,,,Vt,N
872,восстановления,гражданства,восстановление,гражданство,Ncnsgn,Ncnsgn,OB,,,,Vt,N
873,пользователь,твиттера,пользователь,твиттер,Ncmsny,Ncmsgn,OB',,,,Vt,Vn
874,монетизации,льгот,монетизация,льгота,Ncfsdn,Ncfpgn,OB,,,,Vn,N
875,выходкой,болельщика,выходка,болельщик,Ncfsin,Ncmsgy,SAG,,,,N,N
876,музей,фигур,музей,фигура,Ncmsnn,Ncfpgn,ATR,,,,A,N
877,уникальность,роли,уникальность,роль,Ncfsnn,Ncfsgy,PAR,,,,N,N
878,сотрудник,мчс,сотрудник,мчс,Ncmsny,Ncmsgn,MB,,,,N,Vn
879,законность,пропажи,законность,пропажа,Ncfsnn,Ncnsgn,PAR,,,,Vt,N
880,ведущего,телепередачи,ведущий,телепередача,Ncmsgy,Ncfsgn,OB',,,,N,N
881,,,,,,,,,,,Vt,N
882,преследование,жертвы,преследование,жертва,,,OB,,,,A,Vn
883,темп,бега,темп,бег,,,PAR,,,,Vn,N
884,бега,льва,бег,лев,,,SAG,,,,Vn,Vn
885,движению,талибов,движение,талиб,,,SAG,,,,Vn,N
,возвращения,россиян,возвращение,россиянин,,,SAG,,,,Vn,N
886,переезд,семьи,переезд,семья,,,SAG,,,,Vn,N
887,сопровождении,медработника,сопровождение,медработник,,,SAG,,,,Vn,Vn
888,походы,олигархов,поход,олигарх,,,SAG,,,,Vn,N
889,перехода,руководителя,переход,руководитель,,,SAG,,,,Vn,N
890,возвращения,россиян,возвращение,россиянин,,,SAG,,,,Vn,N
891,эмиграцией,евреев,эмиграция,еврей,,,SAG,,,,Vn,N
892,атаку,соперника,атака,соперник,,,SAG,,,,Vn,N
893,приезде,курьера,приезд,курьер,,,SAG,,,,Vn,N
894,ухода,рабочих,уход,рабочий,,,SAG,,,,Vn,N
895,передвижении,людей,передвижение,человек,,,SAG,,,,Vn,N
896,вселении,писателя,вселение,писатель,,,SAG,,,,Vn,N
897,возвращении,мать,возвращение,мать,,,SAG,,,,Vn,N
898,поклонения,волхвов,поклонение,волхв,,,SAG,,,,Vn,N
899,прыжком,врага,прыжок,враг,,,SAG,,,,Vn,N
900,полеты,пчел,полет,пчела,,,SAG,,,,Vn,N
901,отступления,оккупантов,отступление,оккупант,,,SAG,,,,Vn,N
902,возвращение,грачей,возвращение,грач,,,SAG,,,,Vn,N
903,исполнении,ансамбля,исполнение,ансамбль,,,SAG,,,,Vn,N
904,приезды,отца,приезд,отец,,,SAG,,,,Vn,N
905,восхождения,правителя,восхождение,правитель,,,SAG,,,,A,Vn
906,длительности,правления,длительность,правление,,,PAR,,,,Vn,Vt
907,приходом,хозяина,приход,хозяин,,,SAG,,,,Vt,N
908,потеря,отца,потеря,отец,,,OB,,,,Vt,N
909,владения,графа,владение,граф,,,POS,,,,Vt,N
910,выселения,новобрачной,выселение,новобрачный,,,OB,,,,Vn,N
911,продвижение,красных,продвижение,красных,,,SAG,,,,Vn,Vn
912,отъезда,крестьянина,отъезд,крестьянин,,,SAG,,,,Vt,N
913,краже,невесты,кража,невеста,,,OB,,,,Vt,N
914,похищения,голова,похищение,голова,,,OB,,,,Vn,N
915,возвращения,зайца,возвращение,заяц,,,SAG,,,,Vn,N
916,лай,собаки,лай,собака,,,SAG,,,,Vn,N
917,приближение,зайца,приближение,заяц,,,SAG,,,,Vn,N
918,пробега,зайца,пробег,заяц,,,SAG,,,,Vt,N
919,добывании,зайца,добывание,заяц,,,OB,,,,Vt,N
920,поимке,призраков,поимка,призрак,,,OB,,,,Vt,N
921,посещения,станции,посещение,станция,,,OB,,,,Vn,N
922,путешествие,автора,путешествие,автор,,,SAG,,,,Vn,N
923,приезд,дяди,приезд,дядя,,,SAG,,,,Vn,N
924,занятиях,родителей,занятие,родитель,,,SAG,,,,Vn,N
925,движениях,русских,движение,русский,,,SAG,,,,Vt,N
926,продвижение,противника,продвижение,противник,,,SAG,,,,N,N
927,стены,блиндажа,стена,блиндаж,,,WH,,,,Vn,N
928,прогулок,командующего,прогулка,командующий,,,SAG,,,,Vn,N
929,полет,шмеля,полет,шмель,,,SAG,,,,Vn,N
930,залет,мухи,залет,муха,,,SAG,,,,Vn,N
931,шагов,людей,шаг,человек,,,SAG,,,,Vn,N
932,натиском,боевиков,натиск,боевик,,,SAG,,,,Vt,N
933,покупку,техники,покупка,техника,,,OB,,,,Vt,Vn
934,замену,персонала,замена,персонал,,,OB,,,,Vn,N
935,миграцию,клиентов,миграция,клиент,,,SAG,,,,Vt,N
936,прекращении,поставок,прекращение,поставка,,,OB,,,,Vt,N
937,подготовке,рубрики,подготовка,рубрика,,,OB,,,,Vt,N
938,невыплате,зарплаты,невыплата,зарплата,,,OB,,,,Vt,N
939,перевозки,людей,перевозка,человек,,,OB,,,,Vn,N
940,вступлении,государыни,вступление,государыня,,,SAG,,,,Vt,N
941,получения,чинов,получение,чин,,,OB,,,,Vt,N
942,возвращения,императора,возвращение,император,,,SAG,,,,Vt,N
943,добычи,газа,добыча,газа,,,OB,,,,Vn,N
944,рейдов,террористов,рейд,террорист,,,SAG,,,,Vt,N
945,просмотр,фильма,просмотр,фильм,,,OB,,,,Vt,N
946,перезапуске,брака,перезапуск,брак,,,OB,,,,N,N
947,выставка,кошек,выставка,кошка,,,ATR,,,,Vt,N
948,поимку,киллеров,поимка,киллер,,,OB,,,,Vn,N
949,побег,солдат,побег,солдат,,,SAG,,,,Vt,N
950,эвакуацию,жителей,эвакуация,житель,,,OB,,,,Vt,N
951,опережением,графика,опережение,график,,,OB,,,,Vt,N
952,перепродажи,продуктов,перепродажа,продукт,,,OB,,,,Vt,N
953,платежи,граждан,платеж,гражданин,,,OB,,,,Vn,N
954,выходу,пассажиров,выход,пассажир,,,SAG,,,,Vn,N
955,полет,стрижа,полет,стриж,,,SAG,,,,Vn,N
956,вторжения,варваров,вторжение,варвар,,,SAG,,,,Vt,N
957,снабжения,солдат,снабжение,солдат,,,OB,,,,Vn,N
958,блеска,снега,блеск,снег,,,PAR,,,,Vt,N
959,дезинформации,противника,дезинформация,противник,,,OB,,,,Vt,N
960,перенос,генов,перенос,ген,,,OB,,,,N,N
961,фрагментов,геномов,фрагмент,геном,,,WH,,,,Vt,N
962,комбинирования,фрагментов,комбинирование,фрагмент,,,OB,,,,N,Vt
963,темп,накопления,темп,накопление,,,PAR,,,,Vt,Vn
964,накопления,мутаций,накопление,мутация,,,OB,,,,Vt,N
965,обсуждение,результатов,обсуждение,результат,,,OB,,,,Vn,N
966,уходов,воспитанников,уход,воспитанник,,,SAG,,,,Vt,N
967,свержении,президента,свержение,президент,,,OB,,,,N,N
968,музея,искусств,музей,искусство,,,ATR,,,,N,Vt
969,качеством,сбора,качество,сбор,,,PAR,,,,Vt,N
970,хранению,клеток,хранение,клетка,,,OB,,,,Vn,N
971,вторжение,призраков,вторжение,призрак,,,SAG,,,,Vt,N
972,открытием,сезона,открытие,сезон,,,OB,,,,Vt,N
973,нахождения,алмазов,нахождение,алмаз,,,OB,,,,Vt,N
974,демонстрации,возможности,демонстрация,возможность,,,OB,,,,Vt,Vn
975,обеспечением,судей,обеспечение,судья,,,OB,,,,Vt,N
976,обретения,хозяина,обретение,хозяин,,,OB,,,,Vt,N
977,снятия,проклятия,снятие,проклятие,,,OB,,,,Vt,N
978,хранительниц,очага,хранительница,очаг,,,OB',,,,Vt,N
979,кражу,вола,кража,вол,,,OB,,,,Vn,N
980,шествие,кошек,шествие,кошка,,,SAG,,,,Vt,N
981,угона,пленных,угон,пленный,,,OB,,,,N,N
982,прищура,начальника,прищур,начальник,,,PAR,,,,N,Vn
983,кинетику,сворачивания,кинетика,сворачивание,,,PAR,,,,A,N
984,свойств,синаптотагмина,свойство,синаптотагмин,,,PAR,,,,Vn,N
985,мести,населения,месть,население,,,SAG,,,,Vn,N
986,бега,сторожей,бег,сторож,,,SAG,,,,A,Vn
987,скорость,бега,скорость,бег,,,PAR,,,,Vt,Vn
988,раздача,слонов,раздача,слон,,,OB,,,,Vn,Vn
989,хождение,кролика,хождение,кролик,,,SAG,,,,N,Vn
990,содержимого,бумажника,содержимое,бумажник,,,WH,,,,N,N
991,дверь,подъезда,дверь,подъезд,,,WH,,,,Vt,N
992,трат,жителей,трата,житель,,,SAG,,,,Vt,Vn
993,хищение,имущества,хищение,имущество,,,OB,,,,A,N
994,прозрачность,компаний,прозрачность,компания,,,PAR,,,,Vt,N
995,легализации,предприятий,легализация,предприятие,,,OB,,,,A,Vt
996,цена,аренды,цена,аренда,,,PAR,,,,Vn,N
997,наездом,силовиков,наездом,силовик,,,SAG,,,,Vn,N
998,ходы,короля,ход,король,,,SAG,,,,Vn,N
999,прыжку,тигрицы,прыжок,тигрица,,,SAG,,,,Vn,Vn
1000,выезд,старшины,выезд,старшина,,,SAG,,,,Vt,N
1001,чтении,писем,чтение,письмо,,,OB,,,,Vt,Vn
1002,оживлении,покойников,оживление,покойник,,,OB,,,,Vt,N
1003,извлечением,потрохов,извлечение,потроха,,,OB,,,,Vn,N
1004,поездки,молодоженов,поездка,молодожен,,,SAG,,,,A,N
1005,бдительность,сапера,бдительность,сапер,,,PAR,,,,A,Vt
1006,неубедительности,аргументаций,неубедительность,аргументация,,,PAR,,,,Vn,N
1007,танец,солистов,танец,солист,,,SAG,,,,Vn,N
1008,волеизъявлению,избирателей,волеизъявление,избиратель,,,SAG,,,,Vn,N
1009,прогулку,первоклассников,прогулка,первоклассник,,,SAG,,,,Vt,N
1010,бросок,защитника,бросок,защитник,,,SAG,,,,Vn,Vn
1011,паломничество,туристов,паломничество,турист,,,SAG,,,,Vn,Vn
1012,налеты,рэкетиров-ментов,налет,рэкетир-мент,,,SAG,,,,Vn,N
1013,вторжения,нарушителей,вторжение,нарушитель,,,SAG,,,,Vn,Vt
1014,сошествие,ангела,сошествие,ангел,,,SAG,,,,Vn,N
1015,беготни,официанток,беготня,официантка,,,SAG,,,,Vn,N
1016,звуков,тарелок,звук,тарелка,,,SAG,,,,Vn,N
1017,экспедиции,голландцев,экспедиция,голландец,,,SAG,,,,Vt,N
1018,толчок,ребенка,толчок,ребенок,,,SAG,,,,Vn,N
1019,скачкой,старика,скачка,старик,,,SAG,,,,Vn,N
1020,марше,варваров,марш,варвар,,,SAG,,,,Vn,N
1021,поход,детей,поход,ребенок,,,SAG,,,,Vn,N
1022,ходьбы,человека,ходьба,человек,,,SAG,,,,Vn,N
1023,высадки,союзников,высадка,союзник,,,SAG,,,,N,N
1024,потенциал,воли,потенциал,воля,,,PAR,,,,N,N
1025,разум,человека,разум,человек,,,PAR,,,,Vn,N
1026,высадка,астронавтов,высадка,астронавт,,,SAG,,,,Vn,N
1027,отбытие,матушки,отбытие,матушка,,,SAG,,,,Vt,N
1028,снос,оси,снос,ось,,,SAG,,,,Vn,N
1029,ухода,учителя,уход,учитель,,,SAG,,,,Vn,Vn
1030,побега,режиссера,побег,режиссер,,,SAG,,,,Vn,Vn
1031,мычания,коров,мычание,корова,,,SAG,,,,Vn,N
1032,рычание,шерифа,рычание,шериф,,,SAG,,,,Vn,N
1033,верещание,птиц,верещание,птица,,,SAG,,,,Vn,N
1034,пищание,комара,пищание,комар,,,SAG,,,,Vn,N
1035,шипение,григория,шипение,григорий,Ncnsnn,Npmsgy,SAG,,,,Vn,N
1036,ворчание,лейтенанта,ворчание,лейтенант,,,SAG,,,,Vn,N
1037,вой,собаки,вой,собака,,,SAG,,,,Vn,N
1038,щебетание,птиц,щебетание,птица,,,SAG,,,,Vn,N
1039,забастовками,служащий,забастовка,служащий,,,SAG,,,,Vn,N
1040,митингах,медиков,митинг,медик,,,SAG,,,,Vn,N
1041,восстание,декабристов,восстание,декабрист,,,SAG,,,,Vn,N
1042,собраниям,граждан,собрание,гражданин,,,SAG,,,,Vn,N
1043,встречи,штирлица,встреча,штирлиц,Ncfsgn,Npmsgy,SAG,,,,Vn,N
1044,встреча,участников,встреча,участник,,,SAG,,,,Vn,N
1045,гонки,пилотов,гонка,пилот,,,SAG,,,,Vt,N
1046,перемещениями,игроков,перемещение,игрок,,,SAG,,,,N,N
1047,капризы,екатерины,каприз,екатерина,,,,,,,nN,N
1048,игра,актеров,игра,актер,,,,,,,,
1049,,,,,,,,,,,,
1050,,,,,,,,,,,,
1051,,,,,,,,,,,,
1052,,,,,,,,,,,,
1053,,,,,,,,,,,,
1054,,,,,,,,,,,,
1055,,,,,,,,,,,,
1056,,,,,,,,,,,,
1057,,,,,,,,,,,,
1058,,,,,,,,,,,,
1059,,,,,,,,,,,,
1060,,,,,,,,,,,,
1061,,,,,,,,,,,,
1062,,,,,,,,,,,,
1063,,,,,,,,,,,,
1064,,,,,,,,,,,,
1065,,,,,,,,,,,,
1066,,,,,,,,,,,,
1067,,,,,,,,,,,,
1068,,,,,,,,,,,,
1069,,,,,,,,,,,,
1070,,,,,,,,,,,,
1071,,,,,,,,,,,,
1072,,,,,,,,,,,,
1073,,,,,,,,,,,,
1074,,,,,,,,,,,,
1075,,,,,,,,,,,,
1076,,,,,,,,,,,,
1077,,,,,,,,,,,,
1078,,,,,,,,,,,,
1079,,,,,,,,,,,,
1080,,,,,,,,,,,,
1081,,,,,,,,,,,,
1082,,,,,,,,,,,,
1083,,,,,,,,,,,,
1084,,,,,,,,,,,,
1085,,,,,,,,,,,,
1086,,,,,,,,,,,,
1087,,,,,,,,,,,,
1088,,,,,,,,,,,,
1089,,,,,,,,,,,,
1090,,,,,,,,,,,,
1091,,,,,,,,,,,,
1092,,,,,,,,,,,,
1093,,,,,,,,,,,,
1094,,,,,,,,,,,,
1095,,,,,,,,,,,,
1096,,,,,,,,,,,,
1097,,,,,,,,,,,,
1098,,,,,,,,,,,,
1099,,,,,,,,,,,,
1100,,,,,,,,,,,,
1101,,,,,,,,,,,,
1102,,,,,,,,,,,,
1103,,,,,,,,,,,,
1104,,,,,,,,,,,,
1105,,,,,,,,,,,,
1106,,,,,,,,,,,,
1107,,,,,,,,,,,,
1108,,,,,,,,,,,,
1109,,,,,,,,,,,,
1110,,,,,,,,,,,,
1111,,,,,,,,,,,,
1112,,,,,,,,,,,,
1113,,,,,,,,,,,,
1114,,,,,,,,,,,,
1115,,,,,,,,,,,,
1116,,,,,,,,,,,,
1117,,,,,,,,,,,,
1118,,,,,,,,,,,,
1119,,,,,,,,,,,,
1120,,,,,,,,,,,,
1121,,,,,,,,,,,,
1122,,,,,,,,,,,,
1123,,,,,,,,,,,,
1124,,,,,,,,,,,,
1125,,,,,,,,,,,,
1126,,,,,,,,,,,,
1127,,,,,,,,,,,,
1128,,,,,,,,,,,,
1129,,,,,,,,,,,,
1130,,,,,,,,,,,,
1131,,,,,,,,,,,,
1132,,,,,,,,,,,,
1133,,,,,,,,,,,,
1134,,,,,,,,,,,,
1135,,,,,,,,,,,,
1136,,,,,,,,,,,,
1137,,,,,,,,,,,,
1138,,,,,,,,,,,,
1139,,,,,,,,,,,,
1140,,,,,,,,,,,,
1141,,,,,,,,,,,,
1142,,,,,,,,,,,,
1143,,,,,,,,,,,,
1144,,,,,,,,,,,,
1145,,,,,,,,,,,,
1146,,,,,,,,,,,,
1147,,,,,,,,,,,,
1148,,,,,,,,,,,,
1149,,,,,,,,,,,,
1150,,,,,,,,,,,,
1151,,,,,,,,,,,,
1152,,,,,,,,,,,,
1153,,,,,,,,,,,,
1154,,,,,,,,,,,,
1155,,,,,,,,,,,,
1156,,,,,,,,,,,,
1157,,,,,,,,,,,,
1158,,,,,,,,,,,,
1159,,,,,,,,,,,,
1160,,,,,,,,,,,,
1161,,,,,,,,,,,,
1162,,,,,,,,,,,,
1163,,,,,,,,,,,,
1164,,,,,,,,,,,,
1165,,,,,,,,,,,,
1166,,,,,,,,,,,,
1167,,,,,,,,,,,,
1168,,,,,,,,,,,,
1169,,,,,,,,,,,,
1170,,,,,,,,,,,,
1171,,,,,,,,,,,,
1172,,,,,,,,,,,,
1173,,,,,,,,,,,,
1174,,,,,,,,,,,,
1175,,,,,,,,,,,,
1176,,,,,,,,,,,,
1177,,,,,,,,,,,,
1178,,,,,,,,,,,,
1179,,,,,,,,,,,,
1180,,,,,,,,,,,,
1181,,,,,,,,,,,,
1182,,,,,,,,,,,,
1183,,,,,,,,,,,,
1184,,,,,,,,,,,,
1185,,,,,,,,,,,,
1186,,,,,,,,,,,,
1187,,,,,,,,,,,,
1188,,,,,,,,,,,,
1189,,,,,,,,,,,,
1190,,,,,,,,,,,,
1191,,,,,,,,,,,,
1192,,,,,,,,,,,,
1193,,,,,,,,,,,,
1194,,,,,,,,,,,,
1195,,,,,,,,,,,,
1196,,,,,,,,,,,,
1197,,,,,,,,,,,,
1198,,,,,,,,,,,,
1199,,,,,,,,,,,,
1200,,,,,,,,,,,,
1201,,,,,,,,,,,,
1202,,,,,,,,,,,,
1203,,,,,,,,,,,,
1204,,,,,,,,,,,,
1205,,,,,,,,,,,,
1206,,,,,,,,,,,,
1207,,,,,,,,,,,,
1208,,,,,,,,,,,,
1209,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,Vt,N